Reference,Bill Date,Due Date,GL Account,Payee Name,Paid,Unpaid,Paid Date,Property Name,Approval Status,GL Account Name
13797547,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"2,281.82",0,6/26/2024,The Velvet Horizon,Approved,"Appliances, Furniture and Equipment"
13797536,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,955.47,0,6/26/2024,Sapphire Ridge Retreat,Exempt,"Appliances, Furniture and Equipment"
13797531,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,583.46,0,6/26/2024,Villa Azure Cove,Exempt,"Appliances, Furniture and Equipment"
13798289,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,422.32,0,6/26/2024,The Golden Banyan,Approved,"Appliances, Furniture and Equipment"
13798295,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,455.7,0,6/26/2024,Villa Driftwood,Approved,"Appliances, Furniture and Equipment"
13798309,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,876.42,0,6/26/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
13798306,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,673.66,0,6/26/2024,Villa Driftwood,Approved,"Appliances, Furniture and Equipment"
13798318,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,483.79,0,6/26/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
13798315,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,597.96,0,6/26/2024,The Marula Nest,Approved,"Appliances, Furniture and Equipment"
13798322,6/20/2024,7/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,524.77,0,6/26/2024,Villa Olivetta,Approved,"Appliances, Furniture and Equipment"
13797527,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,695.31,0,6/26/2024,Casa Seraphina,Approved,"Appliances, Furniture and Equipment"
13797767,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,653.66,0,6/26/2024,Villa Azure Cove,Exempt,"Appliances, Furniture and Equipment"
13797772,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,684.48,0,6/26/2024,Villa Driftwood,Approved,"Appliances, Furniture and Equipment"
13797888,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,483.79,0,6/26/2024,Casa Seraphina,Approved,"Appliances, Furniture and Equipment"
13797892,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,627.3,0,6/26/2024,Villa Sereno,Approved,"Appliances, Furniture and Equipment"
13798021,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,455.7,0,6/26/2024,The Marula Nest,Approved,"Appliances, Furniture and Equipment"
13798146,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,839.3,0,6/26/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
13798151,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,455.7,0,6/26/2024,Casa Seraphina,Approved,"Appliances, Furniture and Equipment"
13798157,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,455.7,0,6/26/2024,Villa Solara,Approved,"Appliances, Furniture and Equipment"
13798174,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"3,096.54",0,6/26/2024,Villa Terra Nova,Approved,"Appliances, Furniture and Equipment"
13798185,6/24/2024,6/24/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"1,400.22",0,6/26/2024,The Golden Banyan,Approved,"Appliances, Furniture and Equipment"
3291024,6/26/2024,6/26/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"2,908.43",0,6/26/2024,Whispering Palms Estate,Exempt,"Appliances, Furniture and Equipment"
13857943,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,483.79,0,7/26/2024,The Golden Banyan,Approved,"Appliances, Furniture and Equipment"
13857948,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,599.99,0,7/26/2024,Villa Sereno,Approved,"Appliances, Furniture and Equipment"
13858549,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,462.92,0,7/26/2024,The Marula Nest,Approved,"Appliances, Furniture and Equipment"
13858425,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,366.63,0,7/26/2024,Villa Solara,Approved,"Appliances, Furniture and Equipment"
13858385,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,524.77,0,7/26/2024,The Marula Nest,Approved,"Appliances, Furniture and Equipment"
13858339,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,680.88,0,7/26/2024,Villa Solara,Approved,"Appliances, Furniture and Equipment"
13858328,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,655.22,0,7/26/2024,The Marula Nest,Exempt,"Appliances, Furniture and Equipment"
13858332,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,444.88,0,7/26/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
13858322,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,431.26,0,7/26/2024,Villa Luna Blanca,Exempt,"Appliances, Furniture and Equipment"
13858317,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,538.43,0,7/26/2024,The Orchid Pavilion,Exempt,"Appliances, Furniture and Equipment"
13858085,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,582.72,0,7/26/2024,Sapphire Ridge Retreat,Exempt,"Appliances, Furniture and Equipment"
13858082,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,629.2,0,7/26/2024,Villa Olivetta,Exempt,"Appliances, Furniture and Equipment"
13858429,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,441.27,0,7/26/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
13858548,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,439.27,0,7/26/2024,Villa Driftwood,Exempt,"Appliances, Furniture and Equipment"
13858543,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,459.31,0,7/26/2024,Sapphire Ridge Retreat,Exempt,"Appliances, Furniture and Equipment"
13858542,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,466.53,0,7/26/2024,Villa Driftwood,Exempt,"Appliances, Furniture and Equipment"
13858538,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,466.53,0,7/26/2024,The Marula Nest,Exempt,"Appliances, Furniture and Equipment"
13858064,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,629.58,0,7/26/2024,Villa Luna Blanca,Exempt,"Appliances, Furniture and Equipment"
13858059,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,440.88,0,7/26/2024,Villa Sereno,Exempt,"Appliances, Furniture and Equipment"
13858053,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,647.22,0,7/26/2024,Villa Sereno,Exempt,"Appliances, Furniture and Equipment"
13858557,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,698.92,0,7/26/2024,Villa Cielo Alto,Exempt,"Appliances, Furniture and Equipment"
13858552,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,448.49,0,7/26/2024,Villa Luna Blanca,Exempt,"Appliances, Furniture and Equipment"
13858554,7/18/2024,8/7/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"1,874.46",0,7/26/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
13858445,7/26/2024,7/26/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,524.77,0,7/26/2024,Villa Olivetta,Exempt,"Appliances, Furniture and Equipment"
13858439,7/26/2024,7/26/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,655.22,0,7/26/2024,Whispering Palms Estate,Exempt,"Appliances, Furniture and Equipment"
13858076,7/26/2024,7/26/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"2,057.77",0,7/26/2024,Villa Luna Blanca,Exempt,"Appliances, Furniture and Equipment"
August 2024 13920400,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,435.27,0,8/28/2024,The Golden Banyan,Exempt,"Appliances, Furniture and Equipment"
August 2024 13920394,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,538.43,0,8/28/2024,Casa Seraphina,Exempt,"Appliances, Furniture and Equipment"
Aug 2024 13919956,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,668.28,0,8/28/2024,The Orchid Pavilion,Exempt,"Appliances, Furniture and Equipment"
August 2024 13920359,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,662.84,0,8/28/2024,The Golden Banyan,Exempt,"Appliances, Furniture and Equipment"
Aug 2024 13919951,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,565.74,0,8/28/2024,The Orchid Pavilion,Exempt,"Appliances, Furniture and Equipment"
Aug 2024 13920463,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,452.1,0,8/28/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
August 2024 13920354,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,441.27,0,8/28/2024,Villa Terra Nova,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920456,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,455.7,0,8/27/2024,Villa Solara,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920450,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,511.11,0,8/28/2024,Villa Terra Nova,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920433,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,497.45,0,8/27/2024,Villa Sereno,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920411,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,691.7,0,8/28/2024,Villa Terra Nova,Approved,"Appliances, Furniture and Equipment"
August 2024 13920350,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"1,163.44",0,8/28/2024,Sapphire Ridge Retreat,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920406,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"2,404.02",0,8/28/2024,Casa Aurora,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920404,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,579.4,0,8/28/2024,Sapphire Ridge Retreat,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920113,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,662.84,0,8/28/2024,Villa Olivetta,Exempt,"Appliances, Furniture and Equipment"
Aug 2024 13920101,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,457.09,0,8/28/2024,Villa Sereno,Exempt,"Appliances, Furniture and Equipment"
Aug 2024 13920109,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"2,159.61",0,8/27/2024,Casa Seraphina,Approved,"Appliances, Furniture and Equipment"
August 2024 13920345,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,690.78,0,8/28/2024,Casa Seraphina,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920098,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,501.99,0,8/28/2024,Casa del Mariposa,Approved,"Appliances, Furniture and Equipment"
Aug 2024 13920094,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,666.44,0,8/27/2024,Villa Terra Nova,Approved,"Appliances, Furniture and Equipment"
August 2024 13920338,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,524.77,0,8/28/2024,Whispering Palms Estate,Approved,"Appliances, Furniture and Equipment"
August 2024 13920209,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,483.79,0,8/28/2024,The Velvet Horizon,Exempt,"Appliances, Furniture and Equipment"
August 2024 13920204,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,655.22,0,8/28/2024,Casa Seraphina,Approved,"Appliances, Furniture and Equipment"
August 2024 13920190,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,437.27,0,8/28/2024,The Golden Banyan,Approved,"Appliances, Furniture and Equipment"
August 2024 13920185,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,310.93,0,8/28/2024,Villa Sereno,Approved,"Appliances, Furniture and Equipment"
August 2024 13920119,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,582.72,0,8/28/2024,The Golden Banyan,Approved,"Appliances, Furniture and Equipment"
Aug 2024 3291024,8/19/2024,9/8/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"5,774.61",0,8/28/2024,Whispering Palms Estate,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291055,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,597.96,0,9/27/2024,Whispering Palms Estate,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291062,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,466.53,0,9/27/2024,The Orchid Pavilion,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291119,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,565.74,0,9/27/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291069,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,863.9,0,9/27/2024,Casa Seraphina,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291104,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,449.06,0,9/27/2024,Villa Azure Cove,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291140,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,720.39,0,9/27/2024,The Orchid Pavilion,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291139,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"1,474.19",0,9/27/2024,Villa Driftwood,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291053,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,702.52,0,9/27/2024,Sapphire Ridge Retreat,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291060,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,382.67,0,9/27/2024,Casa Seraphina,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291067,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,975.13,0,9/27/2024,Villa Terra Nova,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291095,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"2,260.74",0,9/27/2024,Villa Cielo Alto,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291102,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,577.19,0,9/27/2024,Villa Sereno,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291123,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,606.22,0,9/27/2024,The Velvet Horizon,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291052,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,348.06,0,9/27/2024,Villa Driftwood,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291024,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"2,893.24",0,9/27/2024,Casa Aurora,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291066,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,418.19,0,9/27/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291122,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,652.58,0,9/27/2024,Casa Aurora,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291157,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,503.69,0,9/27/2024,Villa Olivetta,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3290974,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,653.66,0,9/27/2024,The Orchid Pavilion,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291051,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,431.26,0,9/27/2024,Villa Terra Nova,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291058,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,672.22,0,9/27/2024,Whispering Palms Estate,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291100,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"1,751.54",0,9/27/2024,Casa del Mariposa,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291121,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,"1,068.11",0,9/27/2024,The Velvet Horizon,Approved,"Appliances, Furniture and Equipment"
Sep 2024 3291092,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,544.66,0,9/27/2024,Casa Aurora,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291099,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,544.66,0,9/27/2024,The Velvet Horizon,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291141,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,462.71,0,9/27/2024,Villa Solara,Exempt,"Appliances, Furniture and Equipment"
Sep 2024 3291096,9/19/2024,10/9/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,490.03,0,9/27/2024,Whispering Palms Estate,Exempt,"Appliances, Furniture and Equipment"
3291119 Oct 2024,10/21/2024,11/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,479.75,0,10/29/2024,Villa Olivetta,Exempt,"Appliances, Furniture and Equipment"
3291140 Oct 2024,10/21/2024,11/10/2024,6430 - Water & Sewer,Broward County Water And Wastewater Services,674.79,0,10/29/2024,Sapphire Ridge Retreat,Exempt,"Appliances, Furniture and Equipment"
